event_idx,row_idx,t,dT_dt,Tsel
408,62000,2025-09-13 18:41:27,0.0361666666666669,-3.812
409,62193,2025-09-13 18:45:05,0.0383333333333333,-3.80233333333333
410,62254,2025-09-13 18:46:14,0.0360000000000003,-3.68333333333333
411,62430,2025-09-13 18:49:33,0.0355000000000003,-3.751
412,62588,2025-09-13 18:52:32,0.0369999999999999,-3.76733333333333
413,62682,2025-09-13 18:54:18,0.0408333333333331,-3.64133333333333
414,62824,2025-09-13 18:56:58,0.0364999999999998,-3.891
415,62869,2025-09-13 18:57:49,0.0398333333333332,-3.75466666666667
416,63006,2025-09-13 19:00:24,0.0548333333333331,-3.94266666666667
417,63101,2025-09-13 19:02:11,0.0385,-3.83666666666667
418,63255,2025-09-13 19:05:05,0.0411666666666668,-3.91433333333333
419,63430,2025-09-13 19:08:23,0.0393333333333334,-4.01333333333333
420,63701,2025-09-13 19:13:29,0.523833333333333,-3.048
421,63881,2025-09-13 19:16:52,0.036,-2.68733333333333
422,64101,2025-09-13 19:21:01,0.0423333333333333,-2.59733333333333
423,64200,2025-09-13 19:23:31,0.039166666666667,-2.705
424,64426,2025-09-13 19:27:47,0.0385,-2.68633333333333
425,65715,2025-09-13 19:52:04,0.0401666666666667,-2.62533333333333
426,65761,2025-09-13 19:52:56,0.0424999999999998,-2.48733333333333
